location	part	query	price	full	link
Amazon	GPU	4070 Ti Super	17085.5	ASUS TUF Gaming NVIDIA GeForce RTX™ 4070 Ti Super OC Edition Tarjeta gráfica para Juegos (PCIe 4.0, 16GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a)	https://www.amazon.com.mx/ASUS-GeForce-Tarjeta-gr%C3%A1fica-DisplayPort/dp/B0CQPXD5WD/ref=sr_1_1?dib=eyJ2IjoiMSJ9.pB0ZnRPXcxlkhUjQ4FOOlEr4EohpNIUjJ5O0MjcUR907gfCyKXjji3SMT91kFf2zXZEjABg_28cxFDuUGsLUESxT7F5Ko0oKzl8qaJPHjivajXix1UQXAaOcne9o3gNGuGNEGxrvmecwLCOOzKsGcy8A6OrAf6o8srX0_wPBMAzhVPILLWRzINPEtdUTxmmHMBxsqFDGLS0jJOpX5VTDOkNoG2V8BkcYJybouPMQ1Phg2t126bbC0ixZKSMAcPyXxVAA9PDY4jDi6zAQNsLkIwvJhWm56r2I2TDWM5FCT-c.PuCK2GbZ7aGfP4npbe2rEKX8gIaxkoX25t4hfqcwzgc&dib_tag=se&keywords=4070+Ti+Super&qid=1715908280&sr=8-1&ufe=app_do%3Aamzn1.fos.628a2120-cf12-4882-b7cf-30e681beb181
Amazon	GPU	4070 Ti Super	18007.26	ASUS ProArt GeForce RTX™ 4070 Ti Super OC Edition Tarjeta gráfica (PCIe 4.0, 16GB GDDR6X, DLSS 3, HDMI 2.1a, DisplayPort 1.4a)	https://www.amazon.com.mx/ASUS-GeForce-Tarjeta-gr%C3%A1fica-DisplayPort/dp/B0CSF8G1PR/ref=sr_1_2?dib=eyJ2IjoiMSJ9.pB0ZnRPXcxlkhUjQ4FOOlEr4EohpNIUjJ5O0MjcUR907gfCyKXjji3SMT91kFf2zXZEjABg_28cxFDuUGsLUESxT7F5Ko0oKzl8qaJPHjivajXix1UQXAaOcne9o3gNGuGNEGxrvmecwLCOOzKsGcy8A6OrAf6o8srX0_wPBMAzhVPILLWRzINPEtdUTxmmHMBxsqFDGLS0jJOpX5VTDOkNoG2V8BkcYJybouPMQ1Phg2t126bbC0ixZKSMAcPyXxVAA9PDY4jDi6zAQNsLkIwvJhWm56r2I2TDWM5FCT-c.PuCK2GbZ7aGfP4npbe2rEKX8gIaxkoX25t4hfqcwzgc&dib_tag=se&keywords=4070+Ti+Super&qid=1715908280&sr=8-2&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895
Amazon	GPU	4070 Ti Super	16541.54	ZOTAC Gaming GeForce RTX 4070 Ti Super Trinity Black Edition DLSS 3 16GB GDDR6X 256-bit 21 Gbps PCIE 4.0 Tarjeta gráfica para Juegos, IceStorm 2.0 Advanced Cooling, Spectra RGB Lighting,	https://www.amazon.com.mx/ZOTAC-GeForce-IceStorm-Advanced-Lighting/dp/B0CSBCBFLS/ref=sr_1_3?dib=eyJ2IjoiMSJ9.pB0ZnRPXcxlkhUjQ4FOOlEr4EohpNIUjJ5O0MjcUR907gfCyKXjji3SMT91kFf2zXZEjABg_28cxFDuUGsLUESxT7F5Ko0oKzl8qaJPHjivajXix1UQXAaOcne9o3gNGuGNEGxrvmecwLCOOzKsGcy8A6OrAf6o8srX0_wPBMAzhVPILLWRzINPEtdUTxmmHMBxsqFDGLS0jJOpX5VTDOkNoG2V8BkcYJybouPMQ1Phg2t126bbC0ixZKSMAcPyXxVAA9PDY4jDi6zAQNsLkIwvJhWm56r2I2TDWM5FCT-c.PuCK2GbZ7aGfP4npbe2rEKX8gIaxkoX25t4hfqcwzgc&dib_tag=se&keywords=4070+Ti+Super&qid=1715908280&sr=8-3&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895
Amazon	GPU	4070 Ti Super	17797.87	MSI Gaming RTX 4070 Ti Super 16G Gaming X Slim Tarjeta gráfica (NVIDIA RTX 4070 Ti Super, 256-Bit, Boost Clock: 2685 MHz, 16GB GDRR6X 21 Gbps, HDMI/DP, Ada Lovelace Architecture)	https://www.amazon.com.mx/MSI-RTX-4070-Ti-16G/dp/B0CSGCTMT2/ref=sr_1_4?dib=eyJ2IjoiMSJ9.pB0ZnRPXcxlkhUjQ4FOOlEr4EohpNIUjJ5O0MjcUR907gfCyKXjji3SMT91kFf2zXZEjABg_28cxFDuUGsLUESxT7F5Ko0oKzl8qaJPHjivajXix1UQXAaOcne9o3gNGuGNEGxrvmecwLCOOzKsGcy8A6OrAf6o8srX0_wPBMAzhVPILLWRzINPEtdUTxmmHMBxsqFDGLS0jJOpX5VTDOkNoG2V8BkcYJybouPMQ1Phg2t126bbC0ixZKSMAcPyXxVAA9PDY4jDi6zAQNsLkIwvJhWm56r2I2TDWM5FCT-c.PuCK2GbZ7aGfP4npbe2rEKX8gIaxkoX25t4hfqcwzgc&dib_tag=se&keywords=4070+Ti+Super&qid=1715908280&sr=8-4&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895
Amazon	GPU	4070 Ti Super	17588.49	ZOTAC Gaming GeForce RTX 4070 Ti Super Trinity OC White Edition DLSS 3 16GB GDDR6X 256-bit 21 Gbps PCIE 4.0 Tarjeta gráfica para Juegos, IceStorm 2.0 Advanced Cooling, Spectra RGB Lighting,	https://www.amazon.com.mx/ZOTAC-GeForce-IceStorm-Advanced-Lighting/dp/B0CSBFG86Z/ref=sr_1_5?dib=eyJ2IjoiMSJ9.pB0ZnRPXcxlkhUjQ4FOOlEr4EohpNIUjJ5O0MjcUR907gfCyKXjji3SMT91kFf2zXZEjABg_28cxFDuUGsLUESxT7F5Ko0oKzl8qaJPHjivajXix1UQXAaOcne9o3gNGuGNEGxrvmecwLCOOzKsGcy8A6OrAf6o8srX0_wPBMAzhVPILLWRzINPEtdUTxmmHMBxsqFDGLS0jJOpX5VTDOkNoG2V8BkcYJybouPMQ1Phg2t126bbC0ixZKSMAcPyXxVAA9PDY4jDi6zAQNsLkIwvJhWm56r2I2TDWM5FCT-c.PuCK2GbZ7aGfP4npbe2rEKX8gIaxkoX25t4hfqcwzgc&dib_tag=se&keywords=4070+Ti+Super&qid=1715908280&sr=8-5&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895
Amazon	GAB	Gabinete computadora ATX	559.99	SMPK Soporte para Gabinete Gamer,Debajo del Escritorio Soporte para Gabinete pc,Soporte Retro de Madera Gabinete ATX,Soporte Gabinete Gamer con 2 Niveles de Almacenamiento (Negro)	https://www.amazon.com.mx/SMPK-Soporte-Gabinete-Escritorio-Almacenamiento/dp/B0CLNVCRD4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.k7KMbTlJSVQ2pArJjBraxPORNwFkMUFnxbgAIXzrFdvQvnZEXy--cRDzapjUQPmm1CC0tIDgH_BHzfnSZlGfOTomSTthpwIPs2FQd4KSCdBs7MBGI0xA9eSkkJTK8muOh78oRgweLXqDrbTl_DJXQvIr3EK0iefkWr48Qft1WeTf-aH7HJigu-wcUlDbgtwMgUN_XAB_RyFMXvNlk0JUrTLq9DKAfWvMatNb8y972bRMRqKSZrI6h7Mc3rz6BASsbcAGx3FAodAFWkIVw0JcIJaycTEbXNMpnHyiQcKO2LE.gVNTU9qq3FnjymON3Yx3Zy7IwfD-0nDkG77-vQe_9b0&dib_tag=se&keywords=Gabinete+computadora+ATX&qid=1715908295&sr=8-1&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	GAB	Gabinete computadora ATX	580.0	Gabinete Micro Torre Performance II GI215W / MAX MB M-ATX Fuente ATX Plus 500w / 2xUSB 2.0 / Panel Izq Acrilico + Frente Solido/Blanco	https://www.amazon.com.mx/Gabinete-Performance-GI215W-Fuente-Acrilico/dp/B0C59PWPHC/ref=sr_1_2?dib=eyJ2IjoiMSJ9.k7KMbTlJSVQ2pArJjBraxPORNwFkMUFnxbgAIXzrFdvQvnZEXy--cRDzapjUQPmm1CC0tIDgH_BHzfnSZlGfOTomSTthpwIPs2FQd4KSCdBs7MBGI0xA9eSkkJTK8muOh78oRgweLXqDrbTl_DJXQvIr3EK0iefkWr48Qft1WeTf-aH7HJigu-wcUlDbgtwMgUN_XAB_RyFMXvNlk0JUrTLq9DKAfWvMatNb8y972bRMRqKSZrI6h7Mc3rz6BASsbcAGx3FAodAFWkIVw0JcIJaycTEbXNMpnHyiQcKO2LE.gVNTU9qq3FnjymON3Yx3Zy7IwfD-0nDkG77-vQe_9b0&dib_tag=se&keywords=Gabinete+computadora+ATX&qid=1715908295&sr=8-2&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	GAB	Gabinete computadora ATX	703.12	GETTTECH Gabinete Gamer ATX/Micro ATX/Mini ITX, Panel Frontal de Malla, Fuente de Poder 550W, USB 3.0 (GCM-550AC-01)	https://www.amazon.com.mx/GETTTECH-Gabinete-Frontal-Fuente-GCM-550AC-01/dp/B0CWCNNN33/ref=sr_1_3?dib=eyJ2IjoiMSJ9.k7KMbTlJSVQ2pArJjBraxPORNwFkMUFnxbgAIXzrFdvQvnZEXy--cRDzapjUQPmm1CC0tIDgH_BHzfnSZlGfOTomSTthpwIPs2FQd4KSCdBs7MBGI0xA9eSkkJTK8muOh78oRgweLXqDrbTl_DJXQvIr3EK0iefkWr48Qft1WeTf-aH7HJigu-wcUlDbgtwMgUN_XAB_RyFMXvNlk0JUrTLq9DKAfWvMatNb8y972bRMRqKSZrI6h7Mc3rz6BASsbcAGx3FAodAFWkIVw0JcIJaycTEbXNMpnHyiQcKO2LE.gVNTU9qq3FnjymON3Yx3Zy7IwfD-0nDkG77-vQe_9b0&dib_tag=se&keywords=Gabinete+computadora+ATX&qid=1715908295&sr=8-3&ufe=app_do%3Aamzn1.fos.628a2120-cf12-4882-b7cf-30e681beb181
Amazon	GAB	Gabinete computadora ATX	884.99	Ocelot Gaming Gabinete OGEC02. Factor de Forma ATX, Micro ATX y Mini ITX. Panel Lateral de Cristal Templado, Filtro de Polvo en la Parte Superior, sin Fuente de Poder.	https://www.amazon.com.mx/Gabinete-Ocelot-Gaming-ATX-Templado/dp/B085HVPDFK/ref=sr_1_4?dib=eyJ2IjoiMSJ9.k7KMbTlJSVQ2pArJjBraxPORNwFkMUFnxbgAIXzrFdvQvnZEXy--cRDzapjUQPmm1CC0tIDgH_BHzfnSZlGfOTomSTthpwIPs2FQd4KSCdBs7MBGI0xA9eSkkJTK8muOh78oRgweLXqDrbTl_DJXQvIr3EK0iefkWr48Qft1WeTf-aH7HJigu-wcUlDbgtwMgUN_XAB_RyFMXvNlk0JUrTLq9DKAfWvMatNb8y972bRMRqKSZrI6h7Mc3rz6BASsbcAGx3FAodAFWkIVw0JcIJaycTEbXNMpnHyiQcKO2LE.gVNTU9qq3FnjymON3Yx3Zy7IwfD-0nDkG77-vQe_9b0&dib_tag=se&keywords=Gabinete+computadora+ATX&qid=1715908295&sr=8-4&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	GAB	Gabinete computadora ATX	1349.0	Corsair 4000D Airflow Chasis ATX Semitorre , Panel Frontal con Un Caudal de Aire Elevado, Panel Lateral de Cristal Templado, Dos Ventiladores de 120 mm Incluidos, Color Negro	https://www.amazon.com.mx/Corsair-4000D-Airflow-Carcasa-Templado/dp/B08C7BGV3D/ref=sr_1_5?dib=eyJ2IjoiMSJ9.k7KMbTlJSVQ2pArJjBraxPORNwFkMUFnxbgAIXzrFdvQvnZEXy--cRDzapjUQPmm1CC0tIDgH_BHzfnSZlGfOTomSTthpwIPs2FQd4KSCdBs7MBGI0xA9eSkkJTK8muOh78oRgweLXqDrbTl_DJXQvIr3EK0iefkWr48Qft1WeTf-aH7HJigu-wcUlDbgtwMgUN_XAB_RyFMXvNlk0JUrTLq9DKAfWvMatNb8y972bRMRqKSZrI6h7Mc3rz6BASsbcAGx3FAodAFWkIVw0JcIJaycTEbXNMpnHyiQcKO2LE.gVNTU9qq3FnjymON3Yx3Zy7IwfD-0nDkG77-vQe_9b0&dib_tag=se&keywords=Gabinete+computadora+ATX&qid=1715908295&sr=8-5&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Google	CPU	AMD 7950X	9149.0	AMD Ryzen 9 7950X Procesador	https://www.google.com/url?url=https://www.cyberpuerta.mx/Computo-Hardware/Componentes/Procesadores/Procesadores-para-PC/Procesador-AMD-Ryzen-9-7950X-Radeon-Graphics-S-AM5-4-50GHz-16-Core-64MB-Cache-No-Incluye-Disipador.html%3Fsrsltid%3DAfmBOopI7epPDqpOxAbD0ppIoOOiT2IfdJ0BZN9gdfpgCb365c7NjmBcgtQ&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjS9O7lwJOGAxVRJ0QIHSSiAnQQguUECKkK&usg=AOvVaw046rOypjXp1slQofgwkjtE
Google	CPU	AMD 7950X	10559.0	Amd Procesador Ryzen 9 7950x3d 4.2ghz Plateado	https://www.google.com/url?url=https://intercompras.com/p/procesador-amd-ryzen-7950x3d-ghz-nucleos-socket-am5-128mb-cache-120w-319383%3Fsrsltid%3DAfmBOor8QLCeu16Fp9XgBfB133dGOnMQKwx_aRm8ErcTBF2qMCm4lGR6ZwI&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjS9O7lwJOGAxVRJ0QIHSSiAnQQguUECMIK&usg=AOvVaw2OEiNCUV3M4khvzzQIE_c2
Google	CPU	AMD 7950X	6378.81	Procesador amd ryzen 9 5950x am4 16 core 100-100000059wof	https://www.google.com/url?url=https://www.digitalife.com.mx/productos/procesador-amd-ryzen-9-5950x-49ghz-16-nucleos-socket-am4-pcie-40%3Fsrsltid%3DAfmBOoomyXBMisGqhEUpYtQNwux99knvPnHg8vDUVWVavQTkaB01SANYzV8&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjS9O7lwJOGAxVRJ0QIHSSiAnQQguUECNQK&usg=AOvVaw1usOT2XDHgiu-LN6r6THaz
Google	CPU	AMD 7950X	7943.13	Procesador Amd RYZEN 9 7900X3D	https://www.google.com/url?url=https://www.amazon.com.mx/AMD-Ryzen-7900X3D-Procesador-Escritorio/dp/B0BTRRNK7T%3Fsource%3Dps-sl-shoppingads-lpcontext%26ref_%3Dfplfs%26psc%3D1%26smid%3DA1017D6QFZ1B9R&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjS9O7lwJOGAxVRJ0QIHSSiAnQQguUECOQK&usg=AOvVaw230tfm2Dpiuz0Wo0aJ70Wq
Google	CPU	AMD 7950X	7409.0	AMD Ryzen 9 7900X Procesador	https://www.google.com/url?url=https://www.mercadolibre.com.mx/procesador-amd-ryzen-9-7900x-57ghz-12core-am5-100-100000589/p/MLM19711898%3Fmatt_tool%3D28238160%26utm_source%3Dgoogle_shopping%26utm_medium%3Dorganic%26item_id%3DMLM1854855529%26from%3Dgshop&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjS9O7lwJOGAxVRJ0QIHSSiAnQQguUECPQK&usg=AOvVaw1eelfd7tf1H6_JCEpuHEmT
Google	CPU	AMD 7950X	10299.0	Procesador AMD RYZEN 9 7950X3D / 5.7 GHZ / 16 Núcleos / Socket AM5 / AMD Radeon ...	https://www.google.com/url?url=https://ddtech.mx/producto/%3Fid%3D12596&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjS9O7lwJOGAxVRJ0QIHSSiAnQQgOUECIML&usg=AOvVaw2_Fn2V1CiR52Gv-dgjKUKV
